time,seconds_elapsed,steps
1694673225938268200,-1.50873193359375,0
1694673227893125400,0.44612548828125,1
1694673229808327400,2.361327392578125,5
1694673231771959600,4.32495947265625,8
1694673235702428400,8.255428466796875,17
1694673237616202800,10.16920263671875,19
1694673239581553700,12.1345537109375,23
1694673241546025000,14.09902490234375,27
1694673243510551300,16.06355126953125,31
1694673245475210200,18.028210205078125,34
1694673247440461800,19.9934619140625,37
1694673249354437000,21.90743701171875,41
1694673251319225000,23.87222509765625,45
1694673253283776800,25.83677685546875,51
1694673255248555000,27.801554931640624,55
1694673257162954200,29.715954345703125,59
1694673272780092700,45.3330927734375,69
1694673274744232700,47.297232666015624,75
1694673276708806000,49.26180590820312,79
1694673278673822700,51.22682275390625,80
1694673280588242000,53.141241943359375,85
1694673282552742400,55.10574243164063,89
1694673284517494500,57.07049462890625,93
1694673341141444000,113.69444409179688,104
1694673343105440000,115.65843994140624,108
1694673358722398200,131.27539819335936,119
1694673360687756500,133.24075659179687,123
1694673362651878700,135.20487866210937,127
1694673364566193400,137.119193359375,131
1694673366530908200,139.083908203125,135
1694673368495680500,141.04868041992188,139
1694673370460705000,143.013705078125,143
1694673372374798600,144.92779858398438,147
1694673374339451400,146.89245141601563,151
1694673376310538000,148.8635380859375,155
1694673378268835600,150.82183569335936,159
1694673380183148300,152.73614819335938,163
1694673382147701500,154.70070141601562,167
1694673384112502800,156.66550268554687,171
1694673386077169400,158.63016943359375,177
1694673387991487500,160.54448754882813,181
1694673389956091000,162.5090908203125,185
1694673391920844000,164.47384399414062,187
1694673393836630500,166.38963061523438,191
1694673395800249600,168.35324951171876,195
1694673397764431600,170.317431640625,199
1694673399729399800,172.28239990234374,203
1694673401694143000,174.24714306640624,206
1694673403608403000,176.16140283203126,210
1694673405572993000,178.12599291992188,213
1694673407537573000,180.09057299804687,217
1694673409502229000,182.05522900390625,222
1694673488017587000,260.5705869140625,232
1694673489982316800,262.53531689453126,236
1694673491896784000,264.44978393554686,240
1694673493862018000,266.4150180664063,244
1694673495830411800,268.3834118652344,248
1694673497790879000,270.34387890625,254
1694673499705353700,272.2583537597656,258
1694673501669831400,274.2228315429688,262
1694673503636356000,276.18935620117185,266
1694673505599436300,278.15243627929686,270
1694673507513548000,280.0665480957031,274
1694673509478348300,282.03134838867186,278
1694673511443113000,283.99611303710935,282
1694673513408064800,285.9610646972656,286
1694673515372657700,287.92565771484374,292
1694673517287603700,289.8406037597656,296
1694673519251645000,291.8046450195312,300
1694673521216351200,293.7693513183594,304
1694673523181062400,295.7340625,308
1694673525095309800,297.6483098144531,312
1694673527060368600,299.61336865234375,316
1694673529027155700,301.58015576171874,320
1694673530989499400,303.54249951171874,324
1694673532903769900,305.4567697753906,328
1694673534868429000,307.4214289550781,332
1694673536836121600,309.38912158203124,336
1694673538797978000,311.35097802734373,340
1694673540762891300,313.3158913574219,344
1694673542677101800,315.2301018066406,350
1694673544642349000,317.1953491210937,354
1694673546606463500,319.15946337890625,358
1694673548571072300,321.124072265625,362
1694673573961798700,346.5147985839844,373
1694673575926224600,348.479224609375,376
1694673577841045500,350.39404541015625,378
1694673579805142300,352.35814233398435,384
1694673581769840600,354.32284057617187,388
1694673583734490000,356.28748999023435,392
1694673585648811300,358.20181127929686,396
1694673587613610800,360.16661083984377,400
1694673589578258200,362.1312580566406,404
1694673591543083800,364.09608374023435,408
1694673593457292800,366.01029272460937,412
1694673595424433400,367.9774333496094,416
1694673597387394600,369.94039453125,420
1694673599351372000,371.9043720703125,426
1694673601316247600,373.86924755859377,430
1694673603233966800,375.786966796875,434
1694673605195434800,377.7484348144531,438
1694673607160014000,379.71301416015626,442
1694673609124968400,381.6779685058594,446
1694673611089590000,383.64259008789065,450
1694673630585765600,403.138765625,461
1694673632550359000,405.10335913085936,465
1694673634515207200,407.06820727539065,469
1694673636480064000,409.03306396484373,473
1694673638394136300,410.94713623046874,475
1694673640358879200,412.91187915039063,478
1694673642323417000,414.8764169921875,482
