time,z,y,x
1694673227499183000,-48.69375228881836,-23.475000381469727,8.268750190734863
1694673227519187500,-47.4375,-24.168750762939453,8.96250057220459
1694673227539200000,-47.04375076293945,-25.068750381469727,8.643750190734863
1694673227559220700,-48.18750381469727,-25.42500114440918,8.606250762939453
1694673227579251700,-47.55000305175781,-26.193750381469727,9.206250190734863
1694673227599289300,-47.4375,-26.962501525878903,10.40625
1694673227619327500,-47.118751525878906,-27.58125114440918,10.481250762939451
1694673227639345000,-47.4375,-28.125001907348636,10.575000762939451
1694673227659350500,-46.51875305175781,-28.912500381469727,10.050000190734863
1694673227679361500,-46.21875,-30.525001525878903,9.80625057220459
1694673227699359700,-45.91875076293945,-32.13750076293945,8.96250057220459
1694673227719359500,-46.76250076293945,-32.681251525878906,8.53125
1694673227739353600,-45.41250228881836,-34.20000076293945,8.40000057220459
1694673227759354600,-44.92500305175781,-34.85625076293945,6.881250381469727
1694673227779350300,-45.35625076293945,-35.23125076293945,5.550000190734863
1694673227799342000,-45.5625,-33.5625,5.287500381469727
1694673227819342600,-45.76875305175781,-32.75625228881836,5.8125
1694673227839338800,-45.337501525878906,-31.593751907348636,5.756250381469727
1694673227859331600,-46.06875228881836,-32.025001525878906,6.337500095367432
1694673227879333000,-45.84375,-32.19375228881836,7.031250476837158
1694673227899323600,-46.05000305175781,-32.71875,7.331250190734863
1694673227919330800,-45.73125076293945,-32.4375,7.537500381469727
1694673227939332900,-44.79375076293945,-34.01250076293945,8.418750762939453
1694673227959341600,-45.11250305175781,-34.63125228881836,8.606250762939453
1694673227979325200,-44.00625228881836,-36.618751525878906,7.143750190734863
1694673227999319600,-44.00625228881836,-36.73125076293945,6.131250381469727
1694673228019341800,-44.4375,-36.91875076293945,5.512500286102295
1694673228039337000,-43.63125228881836,-37.3125,3.693750143051148
1694673228059335400,-43.14375305175781,-37.96875,2.587500095367432
1694673228079341600,-42.16875076293945,-37.81875228881836,-2.34375
1694673228099342000,-41.70000076293945,-37.29375076293945,-6.056250095367432
1694673228119349200,-39.806251525878906,-35.64375305175781,-11.625
1694673228139350800,-39.712501525878906,-34.368751525878906,-13.912500381469728
