time,steps
1694857132406823400,1368
1694857134372136200,1369
1694857144197287700,1380
1694857146162521900,1384
1694857148128525600,1388
1694857150092343600,1392
1694857152057435000,1396
1694857159917749800,1407
1694857161833789700,1411
1694857163797558800,1417
1694857165762600400,1421
1694857167728549000,1425
1694857169692816400,1429
1694857171657503700,1432
1694857173623821800,1436
1694857175587774500,1440
1694857177552789800,1444
1694857179517961500,1446
1694857181483077600,1450
1694857183448036000,1454
1694857185412967200,1458
1694857187378127000,1462
1694857189343229000,1466
1694857191308210700,1470
1694857193273246500,1474
1694857195239587300,1478
1694857197203464700,1482
1694857199168386600,1486
1694857201133619700,1490
1694857203098447600,1494
1694857205063580400,1498
1694857207031658500,1503
1694857208993474600,1508
1694857210958868000,1512
1694857212923962400,1517
1694857214888820700,1522
1694857216853980400,1524
1694857218768652000,1528
1694857220733661400,1532
1694857222698915600,1535
1694857224663519700,1540
1694857226631927800,1543
1694857228593928200,1547
1694857230559315200,1551
1694857232523738600,1556
1694857234489006300,1558
1694857248193857800,1569
1694857250159118000,1573
1694857252124096800,1577
1694857254088979200,1581
1694857256054277400,1585
1694857258019422700,1589
1694857259984204300,1593
1694857261949432000,1597
1694857263914234000,1601
1694857265879598000,1605
1694857267844571000,1610
1694857269809591000,1614
1694857271774673400,1618
1694857273739505000,1622
1694857275704602600,1626
1694857277669683000,1630
1694857279637552600,1634
1694857281600209000,1638
1694857283564886300,1642
1694857285530488000,1646
1694857287495081700,1650
1694857289460650000,1654
1694857291428697300,1658
1694857293340356600,1662
1694857295304926200,1668
1694857297269740800,1672
1694857299238281000,1674
1694857301200395500,1680
1694857303165152000,1684
1694857305130246700,1687
1694857307095210200,1692
1694857309060724000,1696
1694857311029953800,1700
1694857312990482700,1704
1694857314955309000,1710
1694857316921011500,1711
1694857356171096600,1723
1694857358136014800,1727
1694857360101787400,1731
1694857362066277600,1735
1694857364034596600,1739
1694857365996402700,1743
1694857367961802200,1746
1694857369926442200,1751
1694857371891764200,1754
1694857373856801800,1759
1694857375822912800,1762
1694857377786664700,1766
1694857379752158500,1767
1694857381716938800,1772
1694857383682213600,1775
1694857385647074600,1779
1694857387612155000,1782
1694857389577082400,1787
1694857391542448600,1789
1694857393507154200,1795
1694857395422965200,1799
1694857397386933000,1801
1694857399402366200,1805
1694857401317131000,1808
1694857403281988600,1812
1694857405247319600,1814
1694857407212200200,1820
1694857409177217000,1824
1694857411142763500,1827
1694857419002635000,1840
1694857430792914400,1851
1694857432758115000,1855
1694857434723388200,1860
1694857436688393200,1864
1694857438653442000,1868
1694857440618644000,1872
1694857442583112200,1877
1694857444498206000,1880
1694857446463070200,1884
1694857448431750000,1888
1694857450393339400,1892
1694857452358167600,1896
1694857454323444500,1899
1694857456288370200,1903
1694857458253550000,1907
1694857460218618400,1912
1694857468078519800,1926
1694857470043662600,1928
1694857472008789200,1933
1694857473973903400,1937
1694857475938778000,1941
1694857477903923000,1944
1694857479868745700,1948
1694857481836059000,1950
1694857483798869200,1954
1694857485763753200,1958
1694857487729609500,1960
1694857489694239700,1964
1694857491659544000,1970
1694857493626405000,1974
1694857495589433900,1977
1694857509344561000,1990
1694857511309781200,1994
1694857513274755800,2000
1694857515240184000,2002
1694857517205001700,2005
1694857519120194600,2008
1694857528944965000,2019
1694857530909934600,2021
1694857532875339500,2024
1694857534840480300,2028
1694857536805484800,2031
1694857548545374700,2043
1694857550510549200,2046
1694857552475413500,2051
1694857554441021000,2053
1694857556405684700,2057
1694857558370716400,2063
1694857560335867000,2067
1694857562301692400,2070
1694857564266288600,2074
1694857566232086300,2079
1694857568196058000,2081
1694857570161817300,2085
1694857572126349800,2089
1694857574091412000,2093
1694857576005942800,2097
1694857577971029000,2099
1694857579936408600,2103
1694857581901428000,2107
1694857583866435000,2111
1694857585836599000,2117
1694857587796718800,2121
1694857589761584400,2125
1694857591728148000,2128
1694857593691757000,2134
1694857595657003800,2136
1694857597623131100,2140
1694857599587009800,2144
1694857601552070400,2148
1694857603517206500,2154
1694857605433762800,2158
