time,seconds_elapsed,steps
1694856290969824500,-18.272175537109376,0
1694856311060895200,1.818895263671875,9
1694856313027028200,3.7850283203125,10
1694856314990430200,5.74843017578125,12
1694856318921394200,9.679394287109375,21
1694856320886255000,11.644255126953125,22
1694856322851198200,13.6091982421875,26
1694856324816678000,15.574677978515625,30
1694856326730971600,17.4889716796875,36
1694856328696129800,19.4541298828125,40
1694856330661651500,21.4196513671875,44
1694856332629322000,23.387322021484376,48
1694856334591476500,25.3494765625,52
1694856336556693500,27.314693603515625,56
1694856338521855500,29.27985546875,60
1694856340486802200,31.24480224609375,64
1694856342451748600,33.20974853515625,68
1694856344416591400,35.17459130859375,72
1694856346381932500,37.1399326171875,76
1694856348347038700,39.105038818359375,80
1694856350312230400,41.07023046875,84
1694856352276967700,43.0349677734375,90
1694856354192085500,44.95008544921875,92
1694856356159401500,46.9174013671875,98
1694856358122262000,48.88026196289063,102
1694856360087097900,50.84509790039063,106
1694856362052382200,52.81038232421875,110
1694856364017468200,54.77546826171875,114
1694856365982625000,56.740625,118
1694856367947661800,58.705661865234376,122
1694856369912516900,60.670516845703126,126
1694856371877591000,62.63559106445312,128
1694856373842513400,64.60051342773437,132
1694856375807676200,66.56567626953125,136
1694856377772702200,68.5307021484375,140
1694856379737737200,70.4957373046875,144
1694856381702893000,72.46089306640626,148
1694856383617567700,74.37556762695313,152
1694856385582838500,76.34083862304688,156
1694856387547878000,78.3058779296875,160
1694856389512946000,80.27094580078125,164
1694856391477897700,82.23589770507813,168
1694856393442906600,84.20090673828125,172
1694856395408126700,86.16612670898438,176
1694856397372982500,88.130982421875,180
1694856399338370000,90.0963701171875,184
1694856401303268600,92.0612685546875,190
1694856403268153600,94.02615356445312,194
1694856405237624600,95.99562451171874,198
1694856407198588000,97.956587890625,204
1694856409163348700,99.9213486328125,208
1694856411129542000,101.8875419921875,212
1694856413093751800,103.85175170898438,216
1694856415058370000,105.8163701171875,222
1694856417025378800,107.78337890625,224
1694856418988904200,109.746904296875,230
1694856420953775600,111.71177563476563,234
1694856422918823400,113.67682348632812,238
1694856424883681500,115.641681640625,242
1694856426849000200,117.60700024414062,246
