time,z,y,x
1694680665470542000,-23.0625,-41.587501525878906,11.381250381469728
1694680665490546400,-23.493751525878903,-41.962501525878906,10.46250057220459
1694680665510559700,-24.750001907348636,-41.28750228881836,10.068750381469728
1694680665530584600,-24.356250762939453,-40.78125,8.662500381469727
1694680665550617300,-26.343751907348636,-41.32500076293945,8.325000762939453
1694680665570647800,-25.837501525878903,-40.29375076293945,6.937500476837158
1694680665590678300,-25.631250381469727,-41.45625305175781,6.712500095367432
1694680665610707000,-25.537500381469727,-41.625,6.618750095367432
1694680665630715000,-29.812501907348636,-40.44375228881836,4.96875
1694680665650727700,-25.98750114440918,-42.13125228881836,4.462500095367432
1694680665670735000,-26.625001907348636,-42.0,2.6437501907348637
1694680665690727200,-26.437501907348636,-42.54375076293945,1.931250095367432
1694680665710714400,-29.36250114440918,-41.26875305175781,0.8062500357627869
1694680665730710300,-27.693750381469727,-41.681251525878906,1.125
1694680665750704600,-29.775001525878903,-40.63125228881836,0.9187500476837158
1694680665770704000,-28.950000762939453,-40.91250228881836,0.4125000238418579
1694680665790700300,-28.556251525878903,-41.212501525878906,-1.0875000953674316
1694680665810699500,-28.14375114440918,-41.23125076293945,-1.8937500715255735
1694680665830688500,-27.431251525878903,-41.775001525878906,-2.493750095367432
1694680665850693600,-27.243751525878903,-41.8125,-3.712500095367432
1694680665870694000,-27.243751525878903,-41.64375305175781,-4.21875
1694680665890689800,-27.056251525878903,-41.92500305175781,-4.725000381469727
1694680665910694400,-26.756250381469727,-42.11250305175781,-5.737500190734863
1694680665930694000,-26.981250762939453,-42.41250228881836,-6.431250095367432
1694680665950689300,-27.30000114440918,-42.16875076293945,-7.050000190734863
1694680665970685400,-26.17500114440918,-42.35625076293945,-8.25
1694680665990686200,-26.83125114440918,-42.0,-11.268750190734863
1694680666010683400,-25.818750381469727,-42.09375,-12.168750762939451
1694680666030681300,-24.39375114440918,-42.16875076293945,-14.568750381469728
1694680666050675500,-22.96875,-42.01875305175781,-16.462501525878906
1694680666070678300,-23.943750381469727,-41.306251525878906,-19.59375
1694680666090677200,-24.093751907348636,-38.64375305175781,-23.55000114440918
1694680666110684000,-24.637500762939453,-36.50625228881836,-26.531251907348636
1694680666130692000,-23.962501525878903,-33.67500305175781,-30.375001907348636
1694680666150683000,-24.693750381469727,-30.975000381469727,-32.41875076293945
1694680666170694000,-22.856250762939453,-28.293750762939453,-35.45625305175781
1694680666190698500,-23.193750381469727,-24.20625114440918,-38.56875228881836
1694680666210697700,-21.5625,-21.412500381469727,-40.89375305175781
1694680666230693400,-21.67500114440918,-16.256250381469727,-43.76250076293945
1694680666250685000,-18.037500381469727,-12.975000381469728,-44.23125076293945
1694680666270690300,-15.731250762939451,-10.237500190734863,-44.83125305175781
1694680666290691800,-13.668750762939451,-9.1875,-45.76875305175781
1694680666310697000,-11.175000190734863,-8.006250381469727,-45.50625228881836
1694680666330694400,-8.77500057220459,-6.675000190734863,-45.431251525878906
1694680666350688300,-7.837500095367432,-4.987500190734863,-45.67500305175781
1694680666370696200,-8.34375,-2.9437501430511475,-45.82500076293945
1694680666390696400,-4.818750381469727,-2.9437501430511475,-45.97500228881836
1694680666410693000,-2.606250047683716,-1.856250047683716,-45.31875228881836
1694680666430685700,-0.3375000059604645,-2.5500001907348637,-45.39375305175781
1694680666450676200,0.3937500119209289,-2.53125,-45.28125
1694680666470683400,1.443750023841858,-2.793750047683716,-44.56875228881836
1694680666490685200,2.681250095367432,-2.887500047683716,-44.962501525878906
1694680666510694100,4.143750190734863,-3.2250001430511475,-44.85000228881836
1694680666530697200,4.96875,-4.087500095367432,-44.25
1694680666550695000,4.96875,-4.893750190734863,-44.47500228881836
1694680666570689000,7.462500095367432,-4.706250190734863,-43.931251525878906
1694680666590691300,8.30625057220459,-4.856250286102295,-43.125
1694680666610700500,10.59375,-5.025000095367432,-43.29375076293945
1694680666630696400,11.643750190734863,-5.362500190734863,-42.78750228881836
1694680666650696400,12.05625057220459,-5.456250190734863,-43.087501525878906
1694680666670692000,12.675000190734863,-4.818750381469727,-42.84375
1694680666690696200,12.675000190734863,-3.4125001430511475,-43.42500305175781
1694680666710699800,12.99375057220459,-3.337500095367432,-43.3125
1694680666730702000,13.200000762939451,-3.843750238418579,-43.125
1694680666750683400,11.231250762939451,-3.4125001430511475,-43.23750305175781
1694680666770688300,11.11875057220459,-2.2875001430511475,-43.91250228881836
1694680666790691800,9.975000381469728,-2.2875001430511475,-44.025001525878906
1694680666810694000,10.481250762939451,-1.931250095367432,-44.212501525878906
1694680666830684000,9.768750190734863,-0.9000000357627869,-45.09375
1694680666850690800,10.481250762939451,-0.5250000357627869,-44.587501525878906
1694680666870692600,11.21250057220459,0.6187500357627869,-44.73750305175781
1694680666890689500,11.643750190734863,1.7625000476837158,-44.90625
1694680666910694700,12.393750190734863,3.3937501907348637,-43.63125228881836
1694680666930694400,15.281250953674316,3.1125001907348637,-44.51250076293945
1694680666950684700,16.556251525878906,3.562500238418579,-44.26875305175781
1694680666970682400,18.95625114440918,3.525000095367432,-43.42500305175781
1694680666990684400,19.162500381469727,3.168750047683716,-43.14375305175781
1694680667010693600,18.731250762939453,2.1937501430511475,-43.368751525878906
1694680667030688800,18.20625114440918,1.3875000476837158,-43.5
1694680667050680800,18.30000114440918,0.2250000089406967,-43.931251525878906
1694680667070682000,16.743751525878906,0.0375000014901161,-43.66875076293945
1694680667090683400,17.15625,-0.0562500022351741,-44.36250305175781
1694680667110687500,17.34375,-0.8437500596046448,-44.493751525878906
1694680667130694100,17.775001525878906,-0.4875000119209289,-44.26875305175781
1694680667150684000,16.837501525878906,-1.125,-44.400001525878906
1694680667170694400,18.1875,-1.1812500953674316,-43.78125
1694680667190698500,17.981250762939453,-0.9187500476837158,-43.875
1694680667210697500,19.03125,-0.375,-43.743751525878906
1694680667230685700,18.84375,0.1687500029802322,-42.91875076293945
1694680667250690000,19.462501525878903,-0.7125000357627869,-42.9375
1694680667270689800,19.650001525878903,-1.256250023841858,-43.556251525878906
1694680667290678300,18.712501525878903,-2.775000095367432,-43.61250305175781
1694680667310680000,18.375,-4.03125,-44.26875305175781
1694680667330681900,18.58125114440918,-4.725000381469727,-43.57500076293945
1694680667350685000,19.125,-4.012500286102295,-43.33125305175781
1694680667370681600,18.918750762939453,-4.556250095367432,-43.556251525878906
1694680667390674400,17.568750381469727,-4.181250095367432,-43.16250228881836
1694680667410676500,19.125,-4.181250095367432,-43.14375305175781
1694680667430677200,19.42500114440918,-4.537500381469727,-43.05000305175781
1694680667450671600,19.125,-4.275000095367432,-43.35000228881836
1694680667470681300,17.25,-5.4375,-42.993751525878906
1694680667490685400,18.28125,-6.937500476837158,-42.82500076293945
1694680667510695400,17.53125,-8.8125,-43.70625305175781
1694680667530698800,16.087501525878906,-9.881250381469728,-43.35000228881836
1694680667550696700,15.975000381469728,-10.950000762939451,-43.48125076293945
1694680667570691000,17.212501525878906,-13.762500762939451,-42.73125076293945
1694680667590693400,18.46875,-14.96250057220459,-41.53125
1694680667610696200,18.375,-17.15625,-40.5
1694680667630693400,18.787500381469727,-18.993751525878903,-39.73125076293945
1694680667650694100,18.806251525878903,-20.043750762939453,-38.64375305175781
1694680667670690800,19.42500114440918,-21.01875114440918,-38.47500228881836
1694680667690687700,19.537500381469727,-21.356250762939453,-38.28750228881836
1694680667710681300,19.33125114440918,-22.200000762939453,-36.28125
1694680667730685400,21.731250762939453,-23.775001525878903,-35.88750076293945
1694680667750678300,21.637500762939453,-25.162500381469727,-34.81875228881836
1694680667770684700,21.75,-24.881250381469727,-34.01250076293945
1694680667790693400,20.381250381469727,-24.993751525878903,-34.931251525878906
1694680667810696200,22.875,-24.900001525878903,-35.00625228881836
1694680667830686200,23.193750381469727,-23.475000381469727,-34.96875
1694680667850693400,24.131250381469727,-22.931251525878903,-34.931251525878906
1694680667870694700,24.881250381469727,-21.243751525878903,-34.875
1694680667890691600,25.931251525878903,-20.08125114440918,-34.21875
1694680667910696200,26.250001907348636,-20.418750762939453,-33.712501525878906
1694680667930695700,26.137500762939453,-20.25,-33.91875076293945
1694680667950684700,26.043750762939453,-20.231250762939453,-33.618751525878906
1694680667970693000,27.187501907348636,-20.231250762939453,-33.806251525878906
1694680667990692900,26.681251525878903,-19.61250114440918,-33.28125
