time,seconds_elapsed,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
1694674026876000000,6.313,45.70000076293945,3.9000000953674316,119.5,8.600000381469727,0,0,86.2,3.1168449999999996,50.68672166666667
1694674028315000000,7.752,40.70000076293945,2.9000000953674316,65,7.099999904632568,0,0,75.6,3.1167833333333332,50.68669499999999
1694674029315000000,8.752,32.900001525878906,2.0999999046325684,50.900001525878906,6,2.1402149200439453,334.25,76.2,3.1166716666666665,50.686686666666674
1694674030315000000,9.752,27,2.200000047683716,42.599998474121094,5.5,2.9828152656555176,7.389999866485596,78.30000000000001,3.1166666666666667,50.68670166666667
1694674031315000000,10.752,16.100000381469727,2.0999999046325684,33.599998474121094,4.699999809265137,4.331902027130127,20.760000228881836,77.30000000000001,3.1166899999999997,50.686731666666674
1694674032315000000,11.752,13.199999809265137,1.899999976158142,18.799999237060547,3.299999952316284,4.285577297210693,18.360000610351562,73.7,3.1167916666666664,50.68680500000001
1694674033315000000,12.752,21.600000381469727,2.799999952316284,19,3.299999952316284,4.22484016418457,10.930000305175781,74.30000000000001,3.116801666666667,50.68684499999999
1694674034315000000,13.752,26.600000381469727,2.799999952316284,18.700000762939453,3.200000047683716,3.817694664001465,6.849999904632568,73.4,3.116801666666667,50.68688
1694674035315000000,14.752,23.100000381469727,2.299999952316284,16.799999237060547,2.799999952316284,3.3482680320739746,0.25999999046325684,70.7,3.1168066666666667,50.68692333333333
1694674036315000000,15.752,24.5,2.200000047683716,15.5,2.5999999046325684,3.2854719161987305,340.010009765625,71.2,3.116766666666666,50.686951666666666
1694674037315000000,16.752,22.600000381469727,2.200000047683716,15,2.5,3.6581308841705322,327.8900146484375,71.80000000000001,3.116728333333333,50.68698833333333
1694674038315000000,17.752,22.299999237060547,2.5,14.5,2.4000000953674316,4.3679327964782715,320.5199890136719,72.30000000000001,3.1166816666666666,50.687021666666666
1694674039315000000,18.752,16.399999618530273,2.200000047683716,13.600000381469727,2.4000000953674316,5.248622417449951,313.5,72.80000000000001,3.1166216666666666,50.68706
1694674040315000000,19.752,11.5,1.7000000476837158,13,2.4000000953674316,5.591942310333252,307.260009765625,73.7,3.1165616666666667,50.687086666666666
1694674041315000000,20.752,10.100000381469727,1.600000023841858,14,2.5999999046325684,6.173578262329102,302.19000244140625,73.9,3.1164883333333337,50.68711666666666
1694674042315000000,21.752,11.100000381469727,1.7999999523162842,14.699999809265137,2.700000047683716,6.647637367248535,301.0799865722656,74.1,3.1164050000000003,50.68714833333333
1694674043315000000,22.752,12.5,2,15.300000190734863,2.799999952316284,6.815951824188232,298.05999755859375,74.30000000000001,3.116313333333333,50.687178333333335
1694674044315000000,23.752,12.899999618530273,2.0999999046325684,15.399999618530273,2.9000000953674316,6.764479637145996,296.5299987792969,74.7,3.1162149999999995,50.687203333333336
1694674045315000000,24.752,13.800000190734863,2,16.100000381469727,2.9000000953674316,6.288876056671143,289.8399963378906,75.1,3.116121666666667,50.687225000000005
1694674046315000000,25.752,13.899999618530273,2,14.300000190734863,2.5999999046325684,5.724225997924805,292.7699890136719,76.80000000000001,3.116033333333333,50.68724666666667
1694674047315000000,26.752,15.399999618530273,1.2000000476837158,14.699999809265137,2.5999999046325684,5.648561477661133,310.3900146484375,76.9,3.115993333333334,50.687270000000005
1694674048315000000,27.752,29.200000762939453,1.7000000476837158,15,2.5999999046325684,2.2596304416656494,322.7900085449219,77.4,3.115971666666667,50.687285
1694674049315000000,28.752,31.799999237060547,1.7999999523162842,12.199999809265137,2.4000000953674316,2.1427886486053467,343.510009765625,77.30000000000001,3.1159733333333333,50.68730000000001
1694674050315000000,29.752,25.100000381469727,2,11.5,2.200000047683716,2.285881280899048,1.7300000190734863,77.80000000000001,3.1159733333333333,50.68731
1694674051315000000,30.752,19.399999618530273,1.899999976158142,10.899999618530273,2.0999999046325684,2.9380345344543457,16.799999237060547,77.80000000000001,3.1159866666666667,50.68732833333333
1694674052315000000,31.752,17.700000762939453,2,10.899999618530273,2.0999999046325684,3.6843817234039307,17.979999542236328,78.1,3.11601,50.68736166666666
1694674053315000000,32.752,16.299999237060547,2.200000047683716,10.600000381469727,2.0999999046325684,4.52131986618042,15.800000190734863,78.1,3.1160316666666668,50.68740833333333
1694674054315000000,33.752,11.199999809265137,1.7999999523162842,11.199999809265137,2.4000000953674316,5.029865741729736,16.329999923706055,78.30000000000001,3.1160550000000002,50.68745333333333
1694674055315000000,34.752,11.5,2.0999999046325684,11.899999618530273,2.5,5.826655387878418,16.690000534057617,78.6,3.1160816666666666,50.687506666666664
1694674056315000000,35.752,8.399999618530273,1.7000000476837158,12.699999809265137,2.5999999046325684,6.541604518890381,17.209999084472656,78.9,3.116115,50.68756666666666
1694674057315000000,36.752,5.800000190734863,1.100000023841858,12.899999618530273,2.700000047683716,7.008457660675049,16.360000610351562,79,3.1161483333333337,50.68763166666666
1694674058315000000,37.752,4.5,0.8999999761581421,10.399999618530273,2.200000047683716,7.216405391693115,14.550000190734863,78.4,3.1161783333333335,50.68770166666666
1694674059315000000,38.752,6.5,1.2000000476837158,10.699999809265137,2.200000047683716,6.922499179840088,18.229999542236328,78.30000000000001,3.1162133333333335,50.68777
1694674060315000000,39.752,5.5,1,10.600000381469727,2.0999999046325684,7.101622581481934,14.130000114440918,78,3.1162433333333337,50.68783499999999
1694674061315000000,40.752,5.400000095367432,1,10.600000381469727,2.0999999046325684,7.199934482574463,12.34000015258789,77.80000000000001,3.1162683333333328,50.68790166666666
