time,seconds_elapsed,steps
1694888078392218600,-1.662781494140625,0
1694888080346059300,0.291059326171875,2
1694888082311337000,2.2563369140625,5
1694888084227868700,4.17286865234375,7
1694888086191603500,6.136603515625,11
1694888088156202500,8.101202392578125,15
1694888090121201200,10.066201171875,18
1694888092086314200,12.031314208984375,22
1694888094051639600,13.9966396484375,26
1694888096016517000,15.96151708984375,30
1694888097981766700,17.9267666015625,34
1694888099947133200,19.89213330078125,39
1694888101911696000,21.85669580078125,44
1694888103830164700,23.775164794921874,48
1694888105791389700,25.7363896484375,52
1694888107756573200,27.7015732421875,55
1694888109721476600,29.6664765625,59
1694888111686288400,31.631288330078124,63
1694888113651535000,33.59653515625,66
1694888115616708600,35.56170849609375,70
1694888117581547800,37.5265478515625,74
1694888119546721000,39.49172094726563,77
1694888121511544000,41.4565439453125,81
1694888123476978700,43.42197875976562,84
1694888125443007200,45.38800732421875,87
1694888127406918000,47.35191796875,91
1694888129321780000,49.266780029296875,94
1694888131286609400,51.231609375,98
1694888133251623400,53.19662353515625,101
1694888135216950000,55.16194995117188,104
1694888137181950200,57.1269501953125,107
1694888139146814500,59.091814453125,111
1694888141111945700,61.05694580078125,114
1694888143030732500,62.975732666015624,117
1694888144991855000,64.93685522460937,121
1694888146956742000,66.90174194335937,125
1694888148921826300,68.86682641601563,128
1694888150886826200,70.831826171875,131
1694888152852069000,72.79706909179687,134
1694888154817032400,74.76203247070312,138
1694888156782194400,76.7271943359375,141
1694888158747031800,78.69203173828124,145
1694888160719073300,80.6640732421875,148
1694888162677379300,82.62237939453125,151
1694888164643297300,84.58829736328126,155
1694888166607417300,86.55241723632813,158
1694888168572217600,88.51721752929687,162
1694888170537376000,90.4823759765625,165
1694888172502571800,92.44757177734375,169
1694888174417183200,94.36218334960938,173
1694888176382282000,96.32728198242188,176
1694888178347198500,98.29219848632812,180
1694888180312371200,100.25737109375,183
1694888182277354800,102.22235473632813,187
1694888184243617300,104.1886171875,190
1694888186207237400,106.1522373046875,194
1694888188172850200,108.11785009765624,197
1694888190137707000,110.08270703125,202
1694888192102804500,112.04780444335937,206
1694888194067610600,114.01261059570312,209
1694888196035427300,115.98042724609375,212
1694888197997924400,117.94292431640625,216
1694888199962986000,119.90798608398437,220
1694888201928129300,121.87312939453125,223
1694888203893001500,123.83800146484376,227
1694888205858094800,125.8030947265625,230
1694888207827539500,127.77253955078125,234
1694888209788183300,129.73318334960936,238
1694888211753427000,131.69842700195312,241
1694888213721142300,133.66614233398437,245
1694888215683796500,135.62879638671876,248
1694888217648554800,137.5935546875,252
1694888219563439400,139.508439453125,255
1694888221528026400,141.4730263671875,259
1694888223493575400,143.43857543945313,262
1694888225458486800,145.40348681640626,266
1694888227425718500,147.37071850585937,270
1694888229388675600,149.33367553710937,273
1694888231353697000,151.29869702148437,277
1694888233318808000,153.26380810546874,281
1694888235234646000,155.17964599609374,284
1694888237198444500,157.14344458007812,287
1694888239163656200,159.10865625,291
1694888241128613000,161.07361303710937,295
1694888243144600300,163.08960034179688,298
1694888245058839000,165.00383911132812,302
1694888247074795500,167.01979541015626,306
1694888248988789000,168.9337890625,309
1694888250954460400,170.89946044921874,312
1694888252919028000,172.86402807617188,316
1694888254884171300,174.82917114257813,320
1694888256849257200,176.79425732421876,323
1694888258814523000,178.75952294921876,327
1694888260779604000,180.72460400390625,330
1694888262744644000,182.68964404296875,334
1694888264709889300,184.65488916015624,337
1694888266675259400,186.62025927734376,341
1694888268640129300,188.58512939453124,344
1694888270605045000,190.550044921875,348
1694888272570335000,192.5153349609375,351
1694888274535740000,194.48073999023438,355
1694888276500595000,196.44559497070313,358
1694888278466088400,198.41108837890624,362
1694888280380265000,200.32526489257813,368
1694888282345489700,202.29048974609375,371
1694888284310621400,204.25562133789063,375
1694888286275710700,206.22071069335936,379
1694888288240640500,208.185640625,382
1694888290205693400,210.150693359375,385
1694888292170788400,212.11578833007812,389
1694888294136370700,214.08137060546875,393
1694888296100874800,216.0458747558594,396
1694888298066030000,218.01103002929688,399
1694888300034694000,219.97969384765625,403
1694888301945993500,221.89099340820312,406
1694888303910743800,223.85574389648437,410
1694888305876167200,225.82116723632814,413
1694888307840992000,227.78599194335936,417
1694888309806266400,229.75126635742188,420
1694888311771327700,231.71632763671874,424
1694888313736498000,233.68149780273438,427
1694888315701290200,235.64629028320311,431
1694888317666604000,237.61160400390625,434
1694888319633822500,239.57882250976562,438
1694888321597022000,241.54202197265624,441
1694888323561855700,243.50685571289063,445
1694888325526902300,245.47190234375,448
1694888327491774700,247.43677465820312,452
1694888329456966700,249.40196655273436,455
1694888331424283600,251.36928369140625,458
1694888333387039200,253.33203930664064,461
1694888335352309500,255.2973095703125,464
1694888337266827500,257.21182763671874,468
1694888339235829500,259.18082958984377,471
1694888341197211000,261.1422109375,475
1694888343162088200,263.1070881347656,478
1694888345127374300,265.07237426757814,481
1694888347092162300,267.0371623535156,485
1694888349057327600,269.00232763671875,488
1694888351023517700,270.968517578125,491
1694888352987382800,272.9323828125,494
1694888354952784100,274.8977841796875,497
1694888356917684500,276.8626845703125,500
1694888358883072800,278.82807275390627,503
1694888360847716400,280.79271630859375,507
1694888362813169700,282.7581696777344,510
1694888364778194400,284.7231943359375,514
1694888366743865300,286.688865234375,518
1694888368657689600,288.60268969726565,521
1694888370627591000,290.5725908203125,524
1694888372587724500,292.532724609375,528
1694888374553130000,294.4981298828125,531
1694888376518184400,296.46318432617187,535
1694888378483323400,298.4283234863281,538
1694888380448130800,300.393130859375,542
1694888382413252600,302.35825268554686,545
1694888384378291700,304.32329174804687,549
1694888386344691700,306.28969165039064,552
1694888388308336400,308.25333642578124,556
1694888390273617200,310.2186171875,559
1694888392238569000,312.18356884765626,563
1694888394203685400,314.14868530273435,566
1694888396168802000,316.1138020019531,569
1694888398134139000,318.0791389160156,572
1694888400098965800,320.0439658203125,577
1694888402064070100,322.0090700683594,580
