time,seconds_elapsed,steps
1694850179816965000,-7.311034912109375,0
1694850195072971500,7.944971435546875,9
1694850197038538500,9.91053857421875,13
1694850198952111400,11.824111328125,18
1694850200917204200,13.789204345703125,21
1694850202882030300,15.7540302734375,25
1694850204846814700,17.718814697265625,29
1694850206818626800,19.690626708984375,33
1694850208776985300,21.6489853515625,37
1694850210741639200,23.61363916015625,41
1694850212706315800,25.578315673828126,45
1694850214671309000,27.54330908203125,49
1694850216637827000,29.5098271484375,53
1694850218601177300,31.47317724609375,57
1694850220565970000,33.43796997070312,61
1694850222481125600,35.35312573242187,65
1694850224445261800,37.31726171875,69
1694850226410329000,39.2823291015625,73
1694850228375170600,41.24717065429687,77
1694850230340134000,43.2121337890625,81
1694850232304828000,45.17682788085938,85
1694850234270244900,47.14224487304688,88
1694850236237074000,49.10907397460937,95
1694850238199730700,51.07173071289063,99
1694850240164613400,53.03661328125,102
1694850247973564200,60.84556420898438,115
1694850249938716700,62.81071655273438,119
1694850251903431000,64.77543090820312,125
1694850253868136000,66.74013598632813,129
1694850255835925500,68.70792553710938,133
1694850257798366500,70.67036645507812,135
1694850259762961700,72.63496166992188,139
1694850261727870000,74.59986987304687,143
1694850263692647400,76.5646474609375,145
1694850265657397000,78.52939697265624,149
1694850267572078600,80.44407861328125,153
1694850269537422000,82.40942211914063,157
1694850271502057500,84.37405737304688,160
1694850273466652000,86.33865185546875,165
1694850275436677400,88.30867749023437,169
1694850277396455200,90.268455078125,173
1694850279361226200,92.23322631835937,175
1694850281275678500,94.14767846679688,179
1694850283240852700,96.11285278320312,182
1694850285205784600,98.07778466796876,187
1694850287170455800,100.04245581054687,191
1694850289135457500,102.00745751953124,195
1694850291100419000,103.97241918945312,197
1694850293065288700,105.93728881835938,200
1694850295033440500,107.9054404296875,203
1694850296995636200,109.86763623046875,206
1694850298959925200,111.83192529296875,210
1694850300924785000,113.79678491210937,212
1694850302839627500,115.71162744140625,213
1694850310698830300,123.57083032226562,224
1694850312663669200,125.53566918945313,226
1694850314632431400,127.50443139648438,230
1694850316593594400,129.46559448242186,234
1694850324402696700,137.27469677734376,246
1694850326367702800,139.23970288085937,250
1694850328332311300,141.2043112792969,254
1694850330297753000,143.16975317382813,256
1694850332262345500,145.13434545898437,260
1694850334228500500,147.10050048828126,264
1694850336192001000,149.0640009765625,266
1694850338156637200,151.02863720703124,270
1694850340071391200,152.94339111328125,274
1694850342037870300,154.90987036132813,278
1694850344000977700,156.8729777832031,282
1694850345965998600,158.83799853515626,284
1694850347930875600,160.80287573242188,288
1694850349895751700,162.76775170898438,292
1694850351810159400,164.68215942382812,296
1694850353775181800,166.64718188476562,300
1694850355739917800,168.61191772460938,302
1694850357704901400,170.5769013671875,306
1694850359669352700,172.54135278320314,310
1694850361637064000,174.50906396484376,312
1694850363599612200,176.47161206054687,316
1694850365564310500,178.436310546875,320
1694850367529069800,180.40106982421875,326
1694850369494007800,182.3660078125,329
1694850371408713200,184.28071313476562,333
1694850373373513200,186.24551318359374,336
1694850375338440000,188.21043994140626,340
1694850377303070500,190.17507055664063,342
1694850379267970800,192.139970703125,346
1694850381235768300,194.10776831054687,350
1694850383198229200,196.07022924804687,352
1694850385162463700,198.03446362304686,358
1694850387077674200,199.94967431640626,360
1694850389041802000,201.91380200195312,364
1694850391006825700,203.87882568359376,366
1694850392971573000,205.84357299804688,370
1694850394936985900,207.80898583984376,372
1694850396901535700,209.77353564453125,375
1694850398866237700,211.73823779296876,379
1694850400836057300,213.70805737304687,383
1694850402796045000,215.66804516601562,387
1694850426273533400,239.14553344726562,396
1694850428238973700,241.1109736328125,398
1694850430203740000,243.07573999023438,399
1694850432118212400,244.99021240234376,404
1694850434082734600,246.95473461914062,406
1694850436047664000,248.9196640625,410
1694850438012509700,250.884509765625,414
1694850439977720300,252.84972021484376,418
1694850441941989400,254.8139892578125,422
1694850443907292400,256.77929248046877,424
1694850445872031500,258.74403149414064,430
1694850447838014700,260.7100146484375,432
1694850449801723400,262.6737233886719,436
1694850451766546400,264.63854638671876,440
1694850453681394200,266.55339428710937,444
1694850455645899800,268.51789965820313,448
1694850457610968300,270.4829682617187,452
1694850459575776000,272.44777587890627,456
1694850461540543200,274.4125432128906,460
1694850463505479200,276.3774792480469,464
1694850465470402300,278.34240234375,468
1694850467437131500,280.30913159179687,472
1694850469400246500,282.27224658203124,474
1694850471365054700,284.2370546875,478
1694850473329805800,286.20180590820314,482
1694850475244378000,288.11637817382814,486
1694850477209165800,290.0811657714844,490
1694850479174239700,292.04623974609376,494
1694850481139292400,294.01129248046874,498
1694850483103996400,295.97599633789065,502
1694850485068960800,297.9409606933594,504
1694850487037108200,299.90910815429686,510
1694850488998815500,301.8708154296875,512
1694850490963613200,303.83561328125,516
1694850492878611700,305.75061181640626,520
1694850494842976300,307.7149763183594,524
1694850496807765200,309.67976513671874,528
1694850498772624000,311.64462377929686,532
1694850500737964500,313.6099645996094,536
1694850502702335200,315.5743352050781,538
1694850504667273200,317.53927319335935,542
1694850506633653500,319.5056535644531,545
1694850512476796000,325.3487958984375,554
1694850514441403600,327.3134035644531,558
1694850516406315800,329.2783156738281,562
1694850518371015200,331.2430151367187,566
1694850520336030500,333.20803051757815,570
1694850522300915700,335.1729157714844,574
1694850524265765600,337.137765625,575
1694850526233842000,339.10584204101565,577
1694850528195476200,341.06747631835935,582
1694850530160385300,343.0323852539062,584
1694850532074829300,344.9468293457031,588
1694850534039934500,346.9119345703125,592
1694850536004791300,348.87679125976564,596
1694850537969408000,350.84140795898435,600
1694850539934327800,352.8063278808594,602
1694850541899364000,354.77136401367187,606
1694850543864085000,356.7360849609375,610
1694850545830999000,358.7029990234375,614
1694850547793693400,360.665693359375,618
1694850549758940700,362.63094067382815,620
1694850551673395700,364.54539575195315,624
1694850553638463200,366.51046313476564,628
1694850555602976000,368.4749760742188,632
1694850557568023300,370.44002319335937,636
1694850559532781300,372.40478125,640
1694850561497956000,374.3699560546875,644
1694850563462826200,376.334826171875,647
1694850565429127200,378.3011271972656,653
1694850567392289500,380.26428955078126,654
1694850569307091200,382.17909130859374,657
1694850571271669200,384.14366918945314,663
1694850573237444600,386.1094445800781,666
1694850575201556200,388.07355615234377,670
1694850577166251800,390.0382517089844,676
1694850579131318800,392.00331884765626,679
1694850581096259600,393.96825952148436,684
1694850592836228900,405.70822875976563,697
1694850594799855900,407.67185595703126,699
1694850596764809000,409.6368090820313,703
1694850598729430300,411.6014301757813,707
1694850600694596900,413.5665969238281,711
1694850602659444200,415.5314443359375,715
1694850604574022000,417.44602197265624,719
1694850606538878700,419.4108786621094,725
1694850608503778600,421.3757785644531,729
1694850610468407300,423.3404072265625,733
1694850612436672500,425.3086726074219,737
1694850614398595000,427.27059497070314,741
1694850616363070200,429.2350703125,745
1694850618328070700,431.20007055664064,748
1694850620293201000,433.16520092773436,751
1694850622258506200,435.13050634765625,757
1694850624172201000,437.0442009277344,761
1694850626137203500,439.0092033691406,765
1694850628102168600,440.9741684570312,769
1694850630066824200,442.93882421875,773
1694850632033558000,444.90555810546874,777
1694850633997220000,446.8692202148437,781
1694850635961572600,448.83357250976565,785
1694850637926487800,450.79848779296873,789
1694850639891473700,452.7634736328125,793
1694850641805842200,454.67784228515626,797
1694850643770719500,456.64271948242185,801
1694850645735623200,458.607623046875,805
1694850647700548000,460.5725480957031,809
1694850649665531000,462.53753076171876,815
1694850651632625200,464.50462524414064,819
1694850653595088400,466.4670883789062,821
1694850655560016600,468.4320166015625,825
1694850657524941000,470.3969411621094,829
1694850659489821400,472.3618215332031,833
1694850661404556800,474.2765568847656,838
1694850663369389300,476.24138940429685,842
1694850665334305300,478.20630517578127,846
1694850667299102700,480.17110278320314,851
1694850669263975200,482.1359750976562,854
1694850671231920400,484.10392041015626,858
1694850679088279300,491.960279296875,868
1694850681053192400,493.9251923828125,872
1694850682967682800,495.83968286132813,876
1694850684932666600,497.8046665039063,880
1694850686898082600,499.77008251953123,884
1694850688862355700,501.73435571289065,888
1694850690832080000,503.7040798339844,892
1694850692792150300,505.664150390625,896
1694850694757712000,507.6297119140625,900
1694850696722010400,509.5940102539063,906
1694850698686720800,511.558720703125,910
1694850700651683000,513.5236831054688,914
1694850702566122200,515.4381223144532,918
1694850704531131600,517.4031315917969,922
1694850706495987000,519.3679870605469,925
1694850708460982500,521.332982421875,928
1694850710427170600,523.2991706542969,932
1694850712390911700,525.2629118652344,935
1694850714355659500,527.2276594238281,938
1694850716320368600,529.1923686523437,941
1694850718285353500,531.157353515625,945
1694850720199950600,533.0719506835937,949
1694850722164765200,535.0367651367187,953
1694850745693228000,558.5652280273438,964
1694850747658394000,560.5303940429687,966
1694850749624310800,562.4963107910156,970
1694850759447293000,572.31929296875,983
1694850761412288300,574.2842883300781,987
1694850769221546000,582.0935458984375,998
1694850771186195700,584.0581958007813,1002
1694850773151085600,586.0230854492188,1006
1694850775116519400,587.98851953125,1007
1694850777081334500,589.9533344726563,1011
1694850800558714000,613.4307141113281,1023
1694850802523623700,615.3956237792969,1025
1694850804488672300,617.3606723632812,1028
1694850806453621500,619.3256215820312,1031
1694850808418684000,621.2906838378906,1035
1694850810383332000,623.25533203125,1040
1694850812348112600,625.2201125488281,1042
1694850814312842200,627.1848422851563,1046
1694850816278229200,629.1502292480469,1048
1694850818192254000,631.06425390625,1051
1694850820157116400,633.0291164550781,1054
1694850822122289000,634.9942888183593,1057
1694850824086895600,636.9588955078125,1063
1694850826051916000,638.923916015625,1065
1694850828017328400,640.8893283691406,1069
1694850829982012700,642.8540126953125,1072
1694850831946489000,644.8184890136719,1078
1694850833911391700,646.7833918457031,1080
1694850835876462600,648.7484626464844,1084
1694850837841310500,650.713310546875,1090
1694850839755885600,652.6278854980469,1094
1694850841720546000,654.5925461425782,1098
1694850843685779700,656.5577797851563,1102
1694850845650414600,658.5224145507813,1106
1694850847615206400,660.4872062988281,1110
1694850853510093300,666.3820932617188,1121
1694850855475247000,668.3472470703125,1122
1694850857440344000,670.3123439941406,1126
1694850859404969200,672.2769692382813,1132
1694850861369870300,674.2418703613281,1136
1694850863334944000,676.2069440917969,1139
1694850865249048300,678.1210483398437,1142
1694850867214177800,680.086177734375,1146
1694850869179093500,682.0510935058594,1152
1694850871144099600,684.016099609375,1156
1694850873108738000,685.9807380371094,1160
1694850875073889300,687.9458891601563,1164
1694850877038706000,689.9107058105469,1169
1694850879003398100,691.8753981933594,1171
1694850880968337700,693.8403376464844,1174
1694850882933144000,695.8051440429688,1180
1694850884897919700,697.7699196777344,1184
1694850892707246800,705.5792468261719,1195
1694850894671922200,707.5439221191406,1199
1694850896638237000,709.5102368164063,1201
1694850898601712400,711.4737124023437,1207
1694850900566536000,713.4385358886718,1211
1694850902531435800,715.4034357910157,1215
1694850904445950200,717.3179501953125,1219
1694850906410862300,719.2828623046875,1223
1694850908375587800,721.247587890625,1227
1694850910340500200,723.2125002441406,1231
1694850912305436000,725.1774357910156,1235
1694850914270491400,727.1424914550781,1239
1694850916236593700,729.10859375,1245
1694850918200268000,731.0722680664062,1249
1694850920164902700,733.0369025878906,1253
1694850922129860000,735.0018601074219,1257
1694850924095067100,736.9670671386718,1261
1694850926009333500,738.8813334960937,1267
1694850927974144800,740.8461447753906,1271
1694850929939172400,742.8111723632812,1275
1694850931903945500,744.7759455566406,1279
1694850943642815700,756.5148156738281,1290
1694850945607640600,758.479640625,1294
1694850955435126300,768.3071262207031,1305
1694850957397720300,770.2697202148438,1308
1694850959361719000,772.2337189941406,1312
1694850961276462300,774.1484624023437,1314
1694850973065590500,785.9375905761718,1325
1694850975032222200,787.9042221679688,1327
1694850976944713000,789.816712890625,1330
1694850978909865700,791.7818657226562,1331
1694850980874589700,793.7465895996094,1335
1694850982839712500,795.7117124023438,1339
1694850984804384000,797.6763840332031,1343
1694850986769273600,799.6412736816407,1348
1694850988734290200,801.6062902832032,1351
1694850990648540000,803.5205397949219,1356
1694850992613242000,805.4852421875,1360
1694850994578813700,807.4508137207031,1363
1694851021985610000,834.8576098632813,1375
1694851023950625300,836.8226252441407,1377
1694851025915405300,838.7874052734375,1381
1694851027880761000,840.7527609863281,1384
1694851045513422800,858.3854228515625,1394
1694851047429240000,860.3012399902344,1396
1694851049392797700,862.2647976074219,1398
1694851051358230800,864.2302307128906,1404
1694851053322352400,866.1943522949218,1408
1694851055287451600,868.1594516601563,1409
1694851057201749200,870.0737492675781,1412
1694851059166892500,872.038892578125,1415
1694851061131659500,874.0036594238281,1418
1694851063096882200,875.9688820800782,1421
1694851065061343700,877.93334375,1424
1694851067028750300,879.9007502441407,1427
1694851076800363500,889.6723635253907,1437
1694851078764841000,891.6368410644532,1441
1694851080730193000,893.6021928710937,1443
1694851082694519800,895.5665197753906,1449
1694851084659742000,897.5317419433594,1451
1694851086628956400,899.5009562988281,1454
1694851088589340200,901.4613400878907,1459
1694851090503660300,903.3756604003906,1463
1694851092468756700,905.3407568359376,1467
1694851094434800400,907.3068002929688,1470
1694851102292939300,915.1649392089844,1480
1694851104258433500,917.13043359375,1484
1694851106222925800,919.09492578125,1488
1694851108187667000,921.0596669921875,1494
1694851110102261000,922.9742609863281,1497
1694851112066952400,924.9389523925781,1502
1694851114035023400,926.9070234375,1504
1694851115996974600,928.868974609375,1507
1694851117961833700,930.8338337402344,1511
1694851119926833400,932.7988334960937,1515
1694851121891446300,934.7634462890625,1519
1694851123856563700,936.7285637207032,1522
1694851133634205200,946.506205078125,1535
1694851135594929700,948.4669296875,1538
1694851137560196400,950.4321962890625,1539
1694851139525123300,952.3971232910156,1543
1694851141439727600,954.3117275390625,1548
1694851143404169700,956.2761696777344,1553
1694851145369227300,958.2412272949218,1556
1694851147334154000,960.2061540527344,1560
1694851149299233500,962.1712336425782,1565
1694851151263771100,964.1357712402344,1570
1694851153231380700,966.1033806152344,1574
1694851155193675500,968.0656755371094,1578
1694851157158808000,970.0308081054687,1583
1694851159123237400,971.9952373046875,1586
1694851161038373000,973.910373046875,1591
1694851163002648000,975.8746479492188,1594
1694851164967527000,977.8395268554688,1598
1694851166932519200,979.8045192871094,1601
1694851168897500700,981.7695007324219,1605
1694851170862135600,983.7341354980468,1608
1694851172829456600,985.7014565429688,1612
1694851174791923200,987.6639230957031,1616
1694851176757133600,989.6291335449218,1621
1694851184565650400,997.437650390625,1633
1694851186530731500,999.4027314453125,1637
1694851188495419600,1001.3674196777343,1641
1694851190460403500,1003.3324035644531,1643
1694851192374687500,1005.2466875,1647
1694851194339634400,1007.2116345214844,1651
1694851196304516000,1009.1765161132812,1655
