time,seconds_elapsed,z,y,x
1694680665470542000,0.1435419921875,-23.0625,-41.587501525878906,11.381250381469727
1694680665490546400,0.16354638671875,-23.493751525878906,-41.962501525878906,10.46250057220459
1694680665510559700,0.183559814453125,-24.750001907348633,-41.28750228881836,10.068750381469727
1694680665530584600,0.20358447265625,-24.356250762939453,-40.78125,8.662500381469727
1694680665550617300,0.223617431640625,-26.343751907348633,-41.32500076293945,8.325000762939453
1694680665570647800,0.243647705078125,-25.837501525878906,-40.29375076293945,6.937500476837158
1694680665590678300,0.26367822265625,-25.631250381469727,-41.45625305175781,6.712500095367432
1694680665610707000,0.28370703125,-25.537500381469727,-41.625,6.618750095367432
1694680665630715000,0.30371484375,-29.812501907348633,-40.44375228881836,4.96875
1694680665650727700,0.323727783203125,-25.98750114440918,-42.13125228881836,4.462500095367432
1694680665670735000,0.343735107421875,-26.625001907348633,-42,2.6437501907348633
1694680665690727200,0.36372705078125,-26.437501907348633,-42.54375076293945,1.9312500953674316
1694680665710714400,0.38371435546875,-29.36250114440918,-41.26875305175781,0.8062500357627869
1694680665730710300,0.403710205078125,-27.693750381469727,-41.681251525878906,1.125
1694680665750704600,0.42370458984375,-29.775001525878906,-40.63125228881836,0.9187500476837158
1694680665770704000,0.443703857421875,-28.950000762939453,-40.91250228881836,0.4125000238418579
1694680665790700300,0.4637001953125,-28.556251525878906,-41.212501525878906,-1.0875000953674316
1694680665810699500,0.483699462890625,-28.14375114440918,-41.23125076293945,-1.8937500715255737
1694680665830688500,0.5036884765625,-27.431251525878906,-41.775001525878906,-2.4937500953674316
1694680665850693600,0.523693603515625,-27.243751525878906,-41.8125,-3.7125000953674316
1694680665870694000,0.54369384765625,-27.243751525878906,-41.64375305175781,-4.21875
1694680665890689800,0.563689697265625,-27.056251525878906,-41.92500305175781,-4.725000381469727
1694680665910694400,0.5836943359375,-26.756250381469727,-42.11250305175781,-5.737500190734863
1694680665930694000,0.60369384765625,-26.981250762939453,-42.41250228881836,-6.431250095367432
1694680665950689300,0.623689208984375,-27.30000114440918,-42.16875076293945,-7.050000190734863
1694680665970685400,0.643685546875,-26.17500114440918,-42.35625076293945,-8.25
1694680665990686200,0.663686279296875,-26.83125114440918,-42,-11.268750190734863
1694680666010683400,0.683683349609375,-25.818750381469727,-42.09375,-12.168750762939453
1694680666030681300,0.703681396484375,-24.39375114440918,-42.16875076293945,-14.568750381469727
1694680666050675500,0.723675537109375,-22.96875,-42.01875305175781,-16.462501525878906
1694680666070678300,0.74367822265625,-23.943750381469727,-41.306251525878906,-19.59375
1694680666090677200,0.76367724609375,-24.093751907348633,-38.64375305175781,-23.55000114440918
1694680666110684000,0.783683837890625,-24.637500762939453,-36.50625228881836,-26.531251907348633
1694680666130692000,0.803692138671875,-23.962501525878906,-33.67500305175781,-30.375001907348633
1694680666150683000,0.823682861328125,-24.693750381469727,-30.975000381469727,-32.41875076293945
1694680666170694000,0.84369384765625,-22.856250762939453,-28.293750762939453,-35.45625305175781
1694680666190698500,0.863698486328125,-23.193750381469727,-24.20625114440918,-38.56875228881836
1694680666210697700,0.88369775390625,-21.5625,-21.412500381469727,-40.89375305175781
1694680666230693400,0.903693359375,-21.67500114440918,-16.256250381469727,-43.76250076293945
1694680666250685000,0.923684814453125,-18.037500381469727,-12.975000381469727,-44.23125076293945
1694680666270690300,0.943690185546875,-15.731250762939453,-10.237500190734863,-44.83125305175781
1694680666290691800,0.96369189453125,-13.668750762939453,-9.1875,-45.76875305175781
1694680666310697000,0.983697021484375,-11.175000190734863,-8.006250381469727,-45.50625228881836
1694680666330694400,1.0036943359375,-8.77500057220459,-6.675000190734863,-45.431251525878906
